Category,Message,Email,Subject,Body
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",,,
ham,"Thursday night? Yeah, sure thing, we'll work it out then",,,
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",,,
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,,,
ham,How is it possible to teach you. And where.,,,
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",,,
ham,Lovely smell on this bus and it ain't tobacco...,,,
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",,,
ham,Hey what's up charles sorry about the late reply.,,,
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",,,
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,,,
ham,WHITE FUDGE OREOS ARE IN STORES,,,
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",,,
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,,,
ham,I am sorry it hurt you.,,,
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,,,
ham,Ok lor but not too early. Me still having project meeting now.,,,
ham,"Call me da, i am waiting for your call.",,,
ham,I could ask carlos if we could get more if anybody else can chip in,,,
ham,Was actually about to send you a reminder today. Have a wonderful weekend,,,
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,,,
ham,Dont talk to him ever ok its my word.,,,
ham,When u wana see it then,,,
ham,On ma way to school. Can you pls send me ashley's number,,,
ham,It shall be fine. I have avalarr now. Will hollalater,,,
ham,She went to attend another two rounds today..but still did't reach home..,,,
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",,,
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,,,
ham,K:)i will give my kvb acc details:),,,
ham,Oh all have to come ah?,,,
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,,,
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),,,
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,,,
ham,So do you have samus shoulders yet,,,
ham,What time you think you'll have it? Need to know when I should be near campus,,,
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",,,
ham,Then dun wear jeans lor...,,,
ham,"Since when, which side, any fever, any vomitin.",,,
ham,K:)k.are you in college?,,,
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",,,
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,,,
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),,,
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,,,
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),,,
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,,,
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",,,
ham,I cant wait to see you! How were the photos were useful? :),,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,,,
ham,Chk in ur belovd ms dict,,,
ham,Is that what time you want me to come?,,,
ham,"Awesome, lemme know whenever you're around",,,
ham,Shb b ok lor... Thanx...,,,
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",,,
ham,Also remember to get dobby's bowl from your car,,,
spam,Filthy stories and GIRLS waiting for your,,,
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,
ham,Welp apparently he retired,,,
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,,,
ham,Where @,,,
ham,U sure u can't take any sick time?,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,,,
ham,Are you this much buzy,,,
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,,,
ham,Are you willing to go for aptitude class.,,,
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",,,
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",,,
ham,"Haha awesome, omw back now then",,,
ham,Yup i thk so until e shop closes lor.,,,
ham,what is your account number?,,,
ham,Eh u send wrongly lar...,,,
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,,,
ham,Ok i shall talk to him,,,
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,,,
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,,,
ham,Another month. I need chocolate weed and alcohol.,,,
ham,If he started searching he will get job in few days.he have great potential and talent.,,,
ham,Reckon need to be in town by eightish to walk from * carpark.,,,
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",,,
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,
ham,Yo guess what I just dropped,,,
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,
ham,I'm in office now . I will call you  &lt;#&gt;  min:),,,
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",,,
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,,,
ham,26th OF JULY,,,
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,,,
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,,,
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
ham,"I can't, I don't have her number!",,,
ham,Change again... It's e one next to escalator...,,,
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,,,
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,,,
ham,"Aight will do, thanks again for comin out",,,
ham,No..but heard abt tat..,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,,,
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,
ham,&lt;#&gt;  am I think? Should say on syllabus,,,
ham,Umma. Did she say anything,,,
ham,Give me a sec to think think about it,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,,,
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",,,
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,,,
ham,"I just got home babe, are you still awake ?",,,
ham,I dunno they close oredi not... Ü v ma fan...,,,
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,
ham,"Ya, told..she was asking wats matter?",,,
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,
ham,Shall i send that exe to your mail id.,,,
ham,Nope watching tv at home... Not going out. V bored...,,,
ham,Don know..wait i will check it.,,,
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,,,
ham,We still on for tonight?,,,
ham,May i call You later Pls,,,
ham,Hasn't that been the pattern recently crap weekends?,,,
ham,I have a sore throat. It's scratches when I talk,,,
ham,Yes da. Any plm at ur office,,,
ham,Are you not around or just still asleep? :V,,,
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",,,
ham,"Its good, we'll find a way",,,
ham,Can not use foreign stamps in this country. Good lecture .,,,
ham,Yup bathe liao...,,,
ham,HAPPY NEW YEAR MY NO.1 MAN,,,
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,
ham,"No my blankets are sufficient, thx",,,
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",,,
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",,,
ham,They just talking thats it de. They wont any other.,,,
ham,Today am going to college so am not able to atten the class.,,,
ham,I'm in class. Will holla later,,,
ham,Easy ah?sen got selected means its good..,,,
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,,,
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",,,
ham,"Come round, it's .",,,
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",,,
